cleaned_first_batch
Business Name,Average Rating,Review Grade,Title,Review,Rating,Time,Review Count,Country,Status,Month,Month Numbers,Years
Flowerstore.ph,4.0,Great,Excellent Service,Excellent Service. I commend the Delivery Service Driver too for not spoiling the surprise. Definitely recommend to everyone.,5,1-Oct-18,1,BS,Invited,Oct,10,2018
Mabuhay Travel,4.9,Excellent,Excellent Service.,Excellent Service.. very friendlyand helpful Staff..🥰,5,"Updated Oct 18, 2021",4,GB,Updated,Oct,10,2021
Flowerstore.ph,4.0,Great,Very Nice!,Excellent Service.Product is beautiful :),5,2-May-19,1,US,Verified,May,5,2019
Mabuhay Travel,4.9,Excellent,Excellent Travel Agent BELLA…,Excellent Travel Agent BELLA… You did amazed us how you handle your clients… I can’t thank you enough for what you done for us.. you’ve been very helpful and supportive all the way!!! Again thanks a millions BELLA and Mabuhay Travel..,5,14-Jan-22,1,GB,NULL,Jan,1,2022
Mabuhay Travel,4.9,Excellent,Excellent agent Ms Chloe assisted us…,Excellent agent Ms Chloe assisted us patiently She help us to the maximum! Thanks,5,6-Nov-20,2,GB,Verified,Nov,11,2020
Mabuhay Travel,4.9,Excellent,Excellent 5 Stars,"Excellent and I would recommend this company. Customer Service Agent Remy Smith is very friendly, helpful and very accommodating. She is also giving me a lot of options to choose. This is my 3rd time booking my holidays in this company.",5,23-Nov-18,2,GB,Verified,Nov,11,2018
PNXBET,4.8,Excellent,Excellent and Legit betting site,"Excellent and Legit betting site. Ang daming market para sa mga bettors like me, Im sure mag eenjoy kayo once na nag try kayo sa pnxbet. More power ma'am and sir. Username: RRVLajomID: 202598541",5,19-Mar-20,1,PH,NULL,Mar,3,2020
Mabuhay Travel,4.9,Excellent,Excellent,Excellent and Satisfied,5,27-Aug-18,3,GB,Verified,Aug,8,2018
TawagPinas.com,4.5,Excellent,Excellent and easy to connect,Excellent and easy to connect. The voice at the other end is very clear.,5,23-Jan-20,2,US,Invited,Jan,1,2020
Mabuhay Travel,4.9,Excellent,Highly recommended,Excellent and flawless service received from Ms. Imelda and Joy. Keep up the good work.,5,1-Dec-19,1,GB,Verified,Dec,12,2019
Mabuhay Travel,4.9,Excellent,Excellent,Excellent and friendly service.,5,24-May-19,2,GB,Verified,May,5,2019
PawnHero & Marketplace,4.2,Great,Excellent and generous when it comes to…,"Excellent and generous when it comes to appraised your item to be pawn. Being said that, Honestly we have a hospital emergency situation that day and it was saddened because for the 2nd time around were going to pawn our item.However, I did not expect that it will not the same as the amount we had before. But I humbly ask for the amount that we have to increase because this will be added to the hospital bill of my nephew and surprisingly! they given us the amount that we wanted that day.Thank you very much and Truly the best Pawnhero!",5,13-Mar-19,1,PH,Verified,Mar,3,2019
Mabuhay Travel,4.9,Excellent,Mabuhay travel Review,Excellent and highly recommended travel agency.,5,10-Jun-18,1,GB,Verified,Jun,6,2018
Flowerstore.ph,4.0,Great,Excellent and superb Cx service…,"Excellent and superb Cx service experience, they even have a unique systemic way of ordering flowers online.Keep it Up!!",5,3-Oct-20,1,PH,NULL,Oct,10,2020
TawagPinas.com,4.5,Excellent,Excellent and very accurate and great …,Excellent and very accurate and great signal.,5,27-May-17,1,US,Verified,May,5,2017
Mabuhay Travel,4.9,Excellent,Excellent,Excellent and very approachable and easy to contact the staff. Especially SARAH.,5,24-Jan-22,1,GB,Verified,Jan,1,2022
PawnHero & Marketplace,4.2,Great,Excellent and very good experience 5…,Excellent and very good experience 5 start for that good job,5,20-Jan-20,1,SA,NULL,Jan,1,2020
Mabuhay Travel,4.9,Excellent,Excellent and very helpful ..,Excellent and very helpful ... You are superb Isabel... Keep at the good work and have a concern to all Mabuhay clients. 5 stars for you Isabel!!,5,9-Feb-21,2,GB,NULL,Feb,2,2021
Flowerstore.ph,4.0,Great,Excellent and very professional…,"Excellent and very professional service, would use and recommend anytime again!",5,14-Sep-20,1,CL,Invited,Sep,9,2020
THEKULT.COM,3.8,Great,Review,Excellent and well packaged items.,5,14-Jun-20,1,PH,Verified,Jun,6,2020
TawagPinas.com,4.5,Excellent,Great Recharging Service,Excellent as always!,5,19-Jul-16,4,US,Invited,Jul,7,2016
PNXBET,4.8,Excellent,Excellent,Excellent betting site,5,19-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent betting site and customer…,Excellent betting site and customer service. -MikkoMarc2016atyahoo.com,5,"Updated Mar 19, 2020",1,PH,Updated,Mar,3,2020
PNXBET,4.8,Excellent,Excellent betting site!!,Excellent betting site!!Username: Jaison4321,5,19-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent betting site,Excellent betting site. Complete game and casino is awesome..Username: kookoorikapoo,5,19-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent betting site,Excellent betting site. No hassleID: 168343551,5,"Updated Mar 19, 2020",1,PH,Updated,Mar,3,2020
PNXBET,4.8,Excellent,Excellent betting site...,Excellent betting site. Offers a lot of options when it comes to cash in and out. Very convenient to use. Keep it up PNXBET.,5,20-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent betting site,Excellent betting site. Trusted !,5,28-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent casino great games simple…,Excellent casino great games simple fast withdrawal and deposit.,5,20-Jul-21,6,AU,NULL,Jul,7,2021
Mabuhay Travel,4.9,Excellent,Excellent company,Excellent company! Our flight booking with MABUHAY TRAVEL was very pleasant. Chloe is very friendly and helpful even though I’m quite a mess. She quickly find the best rate for our trip. I will recommend MABUHAY TRAVEL to my friends and I will definitely use MABUHAY TRAVEL again for our future holidays. Thanks Chloe,5,5-Dec-18,1,GB,Verified,Dec,12,2018
Mabuhay Travel,4.9,Excellent,Excellent costumer service,"Excellent costumer service , Sarah is so helpful .",5,17-Jul-19,1,GB,Verified,Jul,7,2019
Mabuhay Travel,4.9,Excellent,Excellent costumer service esp,"Excellent costumer service esp. Miss Anne Kepler she’s very friendly and accommodating, she assist me well all my travel needs. This is my 3rd times I booked my ticket with Anne and in the future I always choose Mabuhay Travel. Thank you very much😀",5,16-Aug-18,1,GB,NULL,Aug,8,2018
PNXBET,4.8,Excellent,Oretsua,Excellent costumer service.user friendly.easy to bet.best oddsOretsuaId: 150558932,5,"Updated Mar 19, 2020",1,PH,Updated,Mar,3,2020
Mabuhay Travel,4.9,Excellent,"Excellent speedy service, competitive prices","Excellent courteous service from Anne Keplar from this company. She was professional, non - pushy,  knowledgeable and displayed excellent customer service skills. She discounted an offer no longer valid with poise and without pressure offered to search for an alternative along a similar price structure. She  explored avenues of cost savings. This was done quickly and efficiently. Booking was efficient, speedy and simple. Recommend this company every time. Thank you Anne!",5,"Updated Aug 17, 2017",1,GB,Updated,Aug,8,2017
Mabuhay Travel,4.9,Excellent,Excellent customer care special mention…,Excellent customer care special mention Joanna/ Sarah. Would highly recommend to anyone for flight booking. Thanks,5,23-Jan-19,3,GB,Verified,Jan,1,2019
Mabuhay Travel,4.9,Excellent,Excellent customer relation,"Excellent customer relation, mabuhayThanks emelita  bicos",5,16-Aug-18,2,GB,Verified,Aug,8,2018
Mabuhay Travel,4.9,Excellent,Excellent customer service,Excellent customer service .  Joy helped me all the way through with my booking and suggest alternative airline which I’m happy with.  Thank you Joy for all your help.  I’ll definitely use your company again.,5,20-May-18,2,GB,Verified,May,5,2018
Flowerstore.ph,4.0,Great,Excellent customer service Flowerstore!,Excellent customer service Flowerstore! - prompt delivery and quickly willing to correct a mistake when it did not go right the first time.,5,8-Mar-21,1,PH,Invited,Mar,3,2021
Mabuhay Travel,4.9,Excellent,Excellent customer service all credit…,Excellent customer service all credit goes to Imelda Besa for being so professional & full of patience in dealing with us and very helpful in trying to find a flight for the price suits us.,5,2-Oct-21,1,GB,Verified,Oct,10,2021
Flowerstore.ph,4.0,Great,Excellent service,Excellent customer service and delivery!  Highly recommended,5,11-Apr-19,1,PH,Invited,Apr,4,2019
Mabuhay Travel,4.9,Excellent,Excellent customer service especially…,Excellent customer service especially Ms. Chloe. Thank you.,5,8-Aug-20,1,PH,NULL,Aug,8,2020
Mabuhay Travel,4.9,Excellent,Excellent customer service!,Excellent customer service from Chloe King. Highly recommend this travel agency (and travel agent) when you want to go to the Philippines for holiday.,5,25-Jan-22,1,GB,NULL,Jan,1,2022
Mabuhay Travel,4.9,Excellent,Excellent Customer Service,Excellent customer service from Melissa. Very polite and helpful during the course of transaction.. Definitely will use Mabuhay Travel again in the future,5,20-Oct-18,1,GB,Verified,Oct,10,2018
Mabuhay Travel,4.9,Excellent,Excellent customer service specially…,Excellent customer service specially Ms. Isabel,5,25-Feb-21,1,PH,Verified,Feb,2,2021
Mabuhay Travel,4.9,Excellent,Excellent customer service two thumbs…,Excellent customer service two thumbs up for Ms Joy. Very efficient and approachable agent.mabuhay!,5,29-Mar-19,1,GB,Verified,Mar,3,2019
Mabuhay Travel,4.9,Excellent,Excellent customer service very helpful…,Excellent customer service very helpful to customers needs and I felt looked after by Ms. Sarah,5,12-May-21,5,GB,Verified,May,5,2021
Mabuhay Travel,4.9,Excellent,Excellent customer service with ate…,Excellent customer service with ate Anne! She was very helpful and patient along the process of booking my flight. It’s not my first time booking with Mabuhay Travel. Highly recommended!,5,21-Sep-21,1,GB,Verified,Sep,9,2021
Mabuhay Travel,4.9,Excellent,Excellent customer service,Excellent customer service!  Very accommodating and friendly staff especially Ate Melissa. She helped me in booking my mom's ticket. Will surely recommend to my friends.,5,17-May-21,1,GB,NULL,May,5,2021
Mabuhay Travel,4.9,Excellent,Excellent customer service,Excellent customer service! Joy was awesome!,5,26-Feb-19,6,GB,Verified,Feb,2,2019
Flowerstore.ph,4.0,Great,Excellent customer service!,Excellent customer service!Jean and Abby were very pleasant and made sure that my surprise went smoothly. Thank you!,5,19-Oct-18,1,PH,Verified,Oct,10,2018
Flowerstore.ph,4.0,Great,Excellent customer service!,Excellent customer service!On time!Beautiful flowers!,5,21-Jun-19,1,PH,NULL,Jun,6,2019
Mabuhay Travel,4.9,Excellent,Thank you Chloe King,"Excellent customer service, very helpful and definitely will ask for her assistance again.",5,18-Jan-19,1,GB,NULL,Jan,1,2019
Mabuhay Travel,4.9,Excellent,Excellent customer service- highly…,Excellent customer service- highly recommended especially to Ate Sarah- thank you so much for all your help and assistance!! Double thumbs up!!More blessings !!,5,24-Jun-19,1,GB,NULL,Jun,6,2019
Mabuhay Travel,4.9,Excellent,Excellent customer service-,Excellent customer service-Thanks a lot to Ate Sarah,5,9-Sep-18,2,GB,Verified,Sep,9,2018
Mabuhay Travel,4.9,Excellent,Excellent customer service,Excellent customer service. Joy was very helpful and made sure we have/understood every detail with regards to our travel requirements. Will use again.,5,12-Dec-20,1,GB,NULL,Dec,12,2020
Mabuhay Travel,4.9,Excellent,Excellent customer service,Excellent customer service. Ms Joy of mabuhay is very accommodating. I will recommend this company to anyone.,5,13-May-19,1,GB,Verified,May,5,2019
Mabuhay Travel,4.9,Excellent,Excellent customer service,Excellent customer service. Sarah is fantastic!,5,9-Nov-21,4,GB,Verified,Nov,11,2021
Mabuhay Travel,4.9,Excellent,Excellent customer service,"Excellent customer service. Staff Jack dealt my query in a polite manner,  with patience and respect. As it is my first time to book a ticket with Mabuhay, Jack has given me reassurance that the company has been serving its customer for a long time now and not to worry. However, there was a bit technical problem of the telephone line during my booking time but somehow the transaction was completed.",5,23-Jun-17,2,GB,NULL,Jun,6,2017
Mabuhay Travel,4.9,Excellent,Excellent customer service,Excellent customer service. Staff are very helpful. First class service. I have been using them because I know that staff will help me find an affordable airfare with shorter stopover hours. Highly recommended company to all. Try them and prove it to yourself.,5,"Updated Sep 16, 2019",2,GB,Updated,Sep,9,2019
Mabuhay Travel,4.9,Excellent,Excellent customer service,"Excellent customer service. Thank you so much for all the help. Kathleen, Chloe and Sarah were  really helpful and accomodating. You've really done a great job. Again thank you very much and really appreciate all your efforts. I would definitely recommend Mabuhay Travel especially to my friends.",5,22-Nov-18,1,GB,NULL,Nov,11,2018
Mabuhay Travel,4.9,Excellent,Excellent customer service,"Excellent customer service. Thank you, Sara and Chloe, for assissisting me.",5,30-Sep-18,1,GB,Verified,Sep,9,2018
Flowerstore.ph,4.0,Great,Excellent customer service,Excellent customer service. The way they handle my request is beyond expectations. They addressed everything in a timely manner with a sense of urgency. The bouquet I received is even better than what is shown on the website. My mom really loved it so much. Will definitely order again soon. You guys deserve more than 5 stars!!!,5,3-May-21,1,PH,Invited,May,5,2021
Flowerstore.ph,4.0,Great,Excellent customer service,Excellent customer service. They let me change the delivery date and time. Cool! 😊💙,5,5-Sep-18,1,PH,Verified,Sep,9,2018
Mabuhay Travel,4.9,Excellent,Excellent customer service,Excellent customer service. Very dependable.,5,17-Jun-19,1,GB,Verified,Jun,6,2019
Mabuhay Travel,4.9,Excellent,Excellent customer service,"Excellent customer service. Very helpful, especially Anne.",5,16-Dec-19,1,GB,Verified,Dec,12,2019
Mabuhay Travel,4.9,Excellent,Excellent customer service,"Excellent customer service. Very helpful, very professional and accommodating. Thank you Chloe for helping me find the flight for our holiday!",5,12-Mar-19,1,GB,Verified,Mar,3,2019
Mabuhay Travel,4.9,Excellent,Excellent customer service,Excellent customer service. Well done Imelda of Mabuhay Travel.,5,8-Aug-19,2,GB,Verified,Aug,8,2019
Singlife Philippines,4.6,Excellent,Excellent customer service.,Excellent customer service.Thank you Singlife for providing affordable protection in this time of pandemic. Mo,5,"Oct. 29, 2021",1,PH,Invited,Oct,10,2021
Mabuhay Travel,4.9,Excellent,Excellent customer's service,Excellent customer's service. Staff is very accomodating and patient. Quick response and processing.,5,16-Oct-19,6,GB,Verified,Oct,10,2019
Mabuhay Travel,4.9,Excellent,Excellent customers service.,Excellent customers service. Thank you very much Joy,5,"Updated Aug 17, 2018",4,GB,Updated,Aug,8,2018
Mabuhay Travel,4.9,Excellent,Excellent custumers service I can't…,Excellent custumers service I can't thankful enough to Remy who assist me to book my ticket explaining everything what to do on my flight due to some covid requirements I'm  a very happy customer here xx,5,15-Feb-22,2,GB,Verified,Feb,2,2022
TawagPinas.com,4.5,Excellent,Excellent deal,Excellent deal. Never lose a minute and never get ripped off again by these calling cards. I'm so happy i found this company. Strongly recommended!!,5,31-Mar-18,1,US,Verified,Mar,3,2018
TawagPinas.com,4.5,Excellent,Good to use,Excellent especially calling in the Philippines,5,13-Aug-19,1,US,Verified,Aug,8,2019
Mabuhay Travel,4.9,Excellent,Excellent experience with mabuhay …,Excellent experience with mabuhay travel cammon book now it's fantastic sales agent ANNE she is amazing she will entertain you.👍👍👍,5,"Updated Feb 13, 2018",1,GB,Updated,Feb,2,2018
PawnHero & Marketplace,4.2,Great,Excellent fast and lovely service,Excellent fast and lovely service. Thank you very much and hoping to use your services and help soon,5,24-Feb-20,1,PH,Invited,Feb,2,2020
PNXBET,4.8,Excellent,Excellent for betting,Excellent for betting. Pnxbet,5,19-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent,Excellent games to play,5,24-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent,Excellent gaming site,5,23-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent,Excellent good job!,4,19-Mar-20,1,PH,NULL,Mar,3,2020
Flowerstore.ph,4.0,Great,Excellent,Excellent in Services and Good Product.,5,15-Mar-21,1,OM,Invited,Mar,3,2021
PawnHero & Marketplace,4.2,Great,Excellent in all aspects,Excellent in all aspects! Especially Bon who Is always ready to accomodate and assist you.,5,5-Jun-21,1,PH,NULL,Jun,6,2021
Mabuhay Travel,4.9,Excellent,Excellent in helping my flight to find…,Excellent in helping my flight to find the cheapest fare. Keep it up Anne Kepler xxxx,4,27-Aug-18,1,GB,Verified,Aug,8,2018
Mabuhay Travel,4.9,Excellent,"Excellent in service,accomodating and…","Excellent in service,accomodating and friendly.",5,25-Sep-20,1,GB,Verified,Sep,9,2020
Mabuhay Travel,4.9,Excellent,Excellent services!,"Excellent indeed! Very helpful. I am back now in the Philippines because of the help they extended. Leave your travel worries, and they will always find the best deal for your travel. Highly recommended for your travel needs. Maraming Salamat po. Special mention to Ms. Rhea. Thank you talaga!",5,17-Feb-21,1,GB,Verified,Feb,2,2021
PNXBET,4.8,Excellent,Excellent interface and betting,Excellent interface and bettingan2nycarlo,5,"Updated Mar 21, 2020",1,PH,Updated,Mar,3,2020
PNXBET,4.8,Excellent,Excellent odds,"Excellent odds, always on time paying in terms of winning. however my concern is need to improve cash out system so that we dont need to wait for the other day. username: totored43",5,19-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent online betting,"Excellent online betting, but please bring back the old cash in deposits minimum of 100. Thank you!",5,19-Mar-20,1,PH,NULL,Mar,3,2020
PNXBET,4.8,Excellent,Excellent online casino 🙌,Excellent online casino 🙌Username: Rjay23,5,19-Mar-20,1,PH,NULL,Mar,3,2020
Mabuhay Travel,4.9,Excellent,Excellent people,"Excellent people, thanks to Ms. Imelda for your help. She'll get you the best ticket price. She's been very helpful and very accomodating",5,"Updated Oct 13, 2021",1,GB,Updated,Oct,10,2021
Flowerstore.ph,4.0,Great,Excellent Quality,Excellent quality of flowers. Very simple but elegant arrangement.,5,23-Oct-21,1,PH,Invited,Oct,10,2021
Flowerstore.ph,4.0,Great,Excellent quality.,Excellent quality.Well packaged.Item shipped immediately.Will order again for the third time.Smooth transaction.Thank you FlowerStore.PH. ❤️,5,17-Feb-22,1,PH,Invited,Feb,2,2022
Mabuhay Travel,4.9,Excellent,Excellent relaxed and friendly customer…,Excellent relaxed and friendly customer service and prompt response.,5,1-Nov-18,1,GB,Verified,Nov,11,2018
PawnHero & Marketplace,4.2,Great,Excellent,Excellent service,5,14-Apr-21,1,PH,Verified,Apr,4,2021
TawagPinas.com,4.5,Excellent,Tawagpinas,Excellent service,5,14-Nov-16,3,US,Invited,Nov,11,2016
Mabuhay Travel,4.9,Excellent,Booking ticket,Excellent service,5,8-Nov-21,2,GB,Verified,Nov,11,2021
PNXBET,4.8,Excellent,Excellent,Excellent service,5,13-Apr-20,1,PH,NULL,Apr,4,2020
PawnHero & Marketplace,4.2,Great,proud,Excellent service,5,24-May-16,1,US,Invited,May,5,2016
TawagPinas.com,4.5,Excellent,good value formomey,Excellent service,5,15-Oct-16,1,US,Invited,Oct,10,2016
THEKULT.COM,3.8,Great,Excellent,Excellent service,5,8-Mar-20,1,PH,Verified,Mar,3,2020
Mabuhay Travel,4.9,Excellent,Excellent service  very helpful and…,Excellent service  very helpful and accommodating and friendly... highly  recommend ed..,5,27-Aug-21,6,GB,Verified,Aug,8,2021
Mabuhay Travel,4.9,Excellent,Excellent service  very helpful staff…,Excellent service  very helpful staff specially Chloe. She has always been fantastic. I have been there avid customer for years. More power to you mabuhay travel..,5,15-May-18,3,GB,Verified,May,5,2018
Flowerstore.ph,4.0,Great,Excellent service and excellent…,Excellent service and excellent product... Ordered and delivered within 24 hours and items looked exactly like they do it the pictures... Thank you very much,5,27-Jul-20,8,GB,Invited,Jul,7,2020
Mabuhay Travel,4.9,Excellent,Excellent service and excellent staff,"Excellent service and excellent staff, very professional and and polite. Will always use this travel agent",5,14-Feb-22,1,GB,Verified,Feb,2,2022
Mabuhay Travel,4.9,Excellent,Excellent service and friendly staff,"Excellent service and friendly staff, will recommend to friends.",5,24-Jun-19,1,GB,Verified,Jun,6,2019
Mabuhay Travel,4.9,Excellent,Excellent service and helpful..thank…,Excellent service and helpful..thank you Ate Melissa your the best!😘😘😘,5,17-Jan-19,2,GB,NULL,Jan,1,2019
Mabuhay Travel,4.9,Excellent,Excellent service and highly recomeded …,Excellent service and highly recomeded agency,5,10-Aug-17,5,US,NULL,Aug,8,2017
Mabuhay Travel,4.9,Excellent,Chloe,"Excellent service and highly recommended. Thanks a lot Chloe, It is always a pleasure to deal with you. I shall speak to you again soon.",5,23-Jan-18,1,GB,NULL,Jan,1,2018
Sendflowerstophilippines,4.2,Great,Excellent service and products,"Excellent service and products. Thank you so very much guys, my cousin was so happy to receive the beautiful fresh flowers and chocolates on the promised time. Despite the problem of not being able to contact the recipient due to her phone unavailable (battery was down), it was raining you managed to deliver it on time. I highly commend the delivery guy, he'd done an excellent job. I'm so happy with your product and service and will continue to do business with you in the future. I would also recommend sendflowerstophilippines.net to my friends and family. Well done!!!",5,14-Jul-18,2,AU,NULL,Jul,7,2018
Mabuhay Travel,4.9,Excellent,Excellent service and quick responses…,Excellent service and quick responses in any problem. Thank you,5,12-Feb-21,2,GB,Verified,Feb,2,2021
Mabuhay Travel,4.9,Excellent,Excellent service and the staff are…,"Excellent service and the staff are very helpful,polite and friendly.",5,30-Nov-18,1,GB,Verified,Nov,11,2018
Mabuhay Travel,4.9,Excellent,Excellent service and the staffs are…,Excellent service and the staffs are very friendly.,5,19-Jun-18,1,GB,Verified,Jun,6,2018
Mabuhay Travel,4.9,Excellent,Excellent service and very friendly…,Excellent service and very friendly staff. Very happy to book my flight with you,5,5-May-19,1,GB,NULL,May,5,2019
Mabuhay Travel,4.9,Excellent,Excellent service as always Anne is so…,Excellent service as always Anne is so helpful a credit to your company,5,28-May-19,1,GB,Verified,May,5,2019
Mabuhay Travel,4.9,Excellent,Excellent service especially to Ms…,Excellent service especially to Ms Imelda who assisted me.,5,7-Nov-18,2,GB,Verified,Nov,11,2018
Mabuhay Travel,4.9,Excellent,Excellent service from Anne Kepler,Excellent service from Anne Kepler - best prices and highly efficient - assisted with getting high demand flights at short notice. Highly recommended.,5,1-Feb-22,1,GB,Verified,Feb,2,2022
Mabuhay Travel,4.9,Excellent,Excellent service from Anne Kepler,Excellent service from Anne Kepler! Thank you and will book again next time in Mabuhay Travel.,5,12-Feb-22,4,GB,Verified,Feb,2,2022
Mabuhay Travel,4.9,Excellent,Excellent service from Anne today.,"Excellent service from Anne today.. booked my travel ticket without one bit of hassle, very friendly and accommodating. And excellent price too.. I will highly recommend your company. Satisfied customer here.",5,6-Sep-18,1,GB,Verified,Sep,9,2018
Mabuhay Travel,4.9,Excellent,Excellent service from Chloe,Excellent service from Chloe . Thank you so much,5,10-Sep-18,2,GB,NULL,Sep,9,2018
Mabuhay Travel,4.9,Excellent,Excellent service from Cindy West,Excellent service from Cindy West. Massive thank you to her for her hard work and for helping us to sort out our flights post c19. We couldn’t be more grateful.,5,14-Dec-20,1,GB,NULL,Dec,12,2020
Mabuhay Travel,4.9,Excellent,Excellent service from Imelda,"Excellent service from Imelda, thank you",5,16-Jul-21,1,GB,Verified,Jul,7,2021
Mabuhay Travel,4.9,Excellent,Excellent service from Joanna Stevens…,Excellent service from Joanna Stevens very helpful young lady.my name is Mrs Mercedita Cottee not Mrs Pring,5,"Updated Feb 11, 2022",3,GB,Updated,Feb,2,2022
Mabuhay Travel,4.9,Excellent,Excellent service from… Melissa👍🏼👍🏼👍🏼,Excellent service from Mellisa👍🏼👍🏼👍🏼 She is the best on how to deal with customers thank you mabuhay travel👍🏼👍🏼👍🏼,5,26-Feb-20,1,GB,Verified,Feb,2,2020
Mabuhay Travel,4.9,Excellent,Excellent service,"Excellent service from staff. I use Mabuhay Travel and Travel Centre for my flight bookings, and I get good deals. Staff are helpful and friendly. I would like to thank Anne, she's been very helpful. More power to your agency.",5,4-Apr-17,1,GB,NULL,Apr,4,2017
Mabuhay Travel,4.9,Excellent,Above and beyond service,Excellent service given by Ms. Anne Kepler in assisting me in this very difficult times during pandemic. Ms. Anne had gone above and beyond her duties to help me find flights that's reasonable. Couldn't ask for more on the way she handled my circumstances. Kudos to Ms. Anne and Mabuhay Travel.,5,21-Apr-21,1,PH,Verified,Apr,4,2021
Mabuhay Travel,4.9,Excellent,Excellent service the staffs very…,Excellent service the staffs very helpful.,5,15-Jan-22,2,GB,Verified,Jan,1,2022
Mabuhay Travel,4.9,Excellent,Excellent service throughout,Excellent service throughout.  Chloe was very helpful and thorough throughout. Definitely go back to them again on my next travel. 11/10,5,2-Nov-21,2,GB,Verified,Nov,11,2021
Mabuhay Travel,4.9,Excellent,Excellent service would recomend to…,Excellent service would recomend to everyone.,5,21-Mar-19,3,GB,Verified,Mar,3,2019
Flowerstore.ph,4.0,Great,Excellent service,Excellent service! 5* quality and service for a very affordable price. Hassle and worry free transaction. God bless and more power Flowerstore.ph,5,12-Jun-20,1,PH,Invited,Jun,6,2020
Flowerstore.ph,4.0,Great,Excellent service,Excellent service! Happy customer here! Will definitely order again in the future! Keep it up!,5,29-Oct-18,1,PH,Verified,Oct,10,2018
Flowerstore.ph,4.0,Great,Excellent service,"Excellent service! I was hesistant to pay online because its my first time to do this and was scared because I am out of the country, but look! I ordered and choose same day delivery and he got it! Will definitely use their service again soon!!!!!",5,19-Jun-20,1,KW,NULL,Jun,6,2020
Mabuhay Travel,4.9,Excellent,Excellent service,Excellent service! Polite & friendly staff. Highly recommended.,5,31-Jul-18,1,GB,Verified,Jul,7,2018
Mabuhay Travel,4.9,Excellent,Excellent service,Excellent service! Reliable and Flexible. Anne made the bookings nice and smooth. Thank you and keep it up!,5,24-May-19,2,GB,NULL,May,5,2019
TawagPinas.com,4.5,Excellent,Excellent service!!,Excellent service!!! I highly recommend TawagPinas to my kababayans. Now easy and cheap to call your family back home. I will keep on using this service. Keep up the good work and more power.,5,1-Feb-20,1,US,Invited,Feb,2,2020
Mabuhay Travel,4.9,Excellent,Excellent service!,Excellent service!Very friendly😃Patient & Polite👍👍👍Special Thanks to Chloe as she was Excellent throughout🎖🎖🎖,5,"Updated May 7, 2018",1,GB,Updated,May,5,2018
Mabuhay Travel,4.9,Excellent,Excellent service,"Excellent service, I will book again on my next holiday.",5,7-May-19,5,GB,Verified,May,5,2019
Mabuhay Travel,4.9,Excellent,Excellent service,"Excellent service, Sarah was very friendly and helpful. I will definitely recommend Mabuhay Travel to all my friends.Keep up the amazing work! Thank you, Sarah, for all your help.J.Nicholson",5,25-Jul-17,1,GB,NULL,Jul,7,2017
TawagPinas.com,4.5,Excellent,Excellent service,"Excellent service, clear calls, great price, would recommend",5,28-Apr-20,2,US,Verified,Apr,4,2020
Mabuhay Travel,4.9,Excellent,Excellent service,"Excellent service, friendly staff thanks to Chloe for assisting me. And more power to Mabuhay travel and God bless.",5,25-Oct-19,1,GB,NULL,Oct,10,2019
Flowerstore.ph,4.0,Great,Excellent service,"Excellent service, good price 👍🏼👍🏼",5,1-Oct-18,1,PH,Invited,Oct,10,2018
Mabuhay Travel,4.9,Excellent,Excellent service,"Excellent service, its my first time to booked my ticket in this company and i was happy for the service she gave me, very helpful and friendly. Thank you remy. I well be using this travel agent next time.",5,"Updated Jan 8, 2022",1,GB,Updated,Jan,1,2022
Sendflowerstophilippines,4.2,Great,Excellent service,"Excellent service, quick, easy to order and follow through.I had to make adjustment to delivering address after placing order, and provider had started processing.With only 1 email and and confirmation, it when through.Both me and my girlfriend very happy.I will recommend this, and I will also use it again.Happy customer.",5,14-Aug-21,1,NO,Invited,Aug,8,2021
PawnHero & Marketplace,4.2,Great,Excellent service,"Excellent service, storage and customer service... thumbs up👍🏼",5,14-Jan-19,1,PH,Verified,Jan,1,2019
THEKULT.COM,3.8,Great,Excellent service,"Excellent service, thanks!",5,30-May-20,1,PH,Verified,May,5,2020
Sendflowerstophilippines,4.2,Great,Excellent service,"Excellent service, the flowers arrived on time. Thank you so much.",5,13-Nov-21,3,GB,Invited,Nov,11,2021
Mabuhay Travel,4.9,Excellent,Excellent service for staff Chloe. Well done❤️❤️❤️,"Excellent service, very quick and friendly. Thank you sooooo much Chloe your amazing and star. This was my 2nd time to booked and definitely to recommend to my friends. We'll done and thank you again Chloe. ❤️👍❤️👍❤️👍",5,"Updated Dec 13, 2018",1,GB,Updated,Dec,12,2018
